pickup_datetime,zone_id,zone_type,trip_count,drivers_online,avg_fare_inr,avg_wait_time_sec,surge_multiplier,is_rain
2024-09-06 02:00:00,6,Mixed,21,20,115.33,276.9,1.05,0
2024-09-06 02:00:00,7,Residential,18,7,466.22,588.7,2.57,0
2024-09-06 02:00:00,8,Residential,13,16,248.99,203.2,1.0,0
2024-09-06 02:00:00,9,Mixed,19,21,247.17,274.9,1.0,0
2024-09-06 02:00:00,10,CBD,58,24,374.21,535.8,2.42,0
2024-09-06 02:00:00,11,CBD,43,30,312.34,336.4,1.43,0
2024-09-06 02:00:00,12,CBD,36,36,212.13,272.9,1.0,0
2024-09-06 02:00:00,13,Mixed,14,8,270.89,402.4,1.75,0
2024-09-06 02:00:00,14,Mixed,29,8,565.93,779.8,3.5,0
2024-09-06 02:00:00,15,Mixed,21,10,373.1,474.8,2.1,0
2024-09-06 02:00:00,16,Mixed,21,14,209.61,364.8,1.5,0
2024-09-06 02:00:00,17,Residential,11,5,362.86,483.7,2.2,0
2024-09-06 02:00:00,18,Residential,9,10,168.26,259.5,1.0,0
2024-09-06 02:00:00,19,CBD,37,33,289.59,295.3,1.12,0
2024-09-06 02:00:00,20,CBD,40,30,239.55,331.2,1.33,0
2024-09-06 03:00:00,1,Residential,13,7,272.94,403.3,1.86,0
2024-09-06 03:00:00,2,Mixed,18,19,198.8,244.5,1.0,0
2024-09-06 03:00:00,3,Mixed,18,21,143.08,206.5,1.0,0
2024-09-06 03:00:00,4,Residential,13,13,122.27,253.6,1.0,0
2024-09-06 03:00:00,5,Mixed,11,20,224.96,190.3,1.0,0
2024-09-06 03:00:00,6,Mixed,20,15,335.78,343.8,1.33,0
2024-09-06 03:00:00,7,Residential,12,13,178.33,265.3,1.0,0
2024-09-06 03:00:00,8,Residential,16,11,145.63,375.8,1.45,0
2024-09-06 03:00:00,9,Mixed,16,22,176.76,224.9,1.0,0
2024-09-06 03:00:00,10,CBD,49,38,161.02,279.7,1.29,0
2024-09-06 03:00:00,11,CBD,37,34,209.38,282.2,1.09,0
2024-09-06 03:00:00,12,CBD,43,32,280.12,314.9,1.34,0
2024-09-06 03:00:00,13,Mixed,18,10,301.55,402.4,1.8,0
2024-09-06 03:00:00,14,Mixed,14,15,153.6,235.8,1.0,0
2024-09-06 03:00:00,15,Mixed,18,12,202.39,354.2,1.5,0
2024-09-06 03:00:00,16,Mixed,19,13,256.81,349.0,1.46,0
2024-09-06 03:00:00,17,Residential,14,6,403.85,526.1,2.33,0
2024-09-06 03:00:00,18,Residential,16,16,159.23,249.5,1.0,0
2024-09-06 03:00:00,19,CBD,34,29,175.75,285.3,1.17,0
2024-09-06 03:00:00,20,CBD,38,31,146.62,314.6,1.23,0
2024-09-06 04:00:00,1,Residential,17,8,344.73,476.4,2.12,0
2024-09-06 04:00:00,2,Mixed,24,14,264.61,414.3,1.71,0
2024-09-06 04:00:00,3,Mixed,22,15,317.48,312.3,1.47,0
2024-09-06 04:00:00,4,Residential,13,15,201.25,223.8,1.0,0
2024-09-06 04:00:00,5,Mixed,18,12,242.71,357.6,1.5,0
2024-09-06 04:00:00,6,Mixed,16,15,179.78,285.8,1.07,0
2024-09-06 04:00:00,7,Residential,14,14,177.82,253.8,1.0,0
2024-09-06 04:00:00,8,Residential,9,11,177.78,212.2,1.0,0
2024-09-06 04:00:00,9,Mixed,18,20,176.32,231.4,1.0,0
2024-09-06 04:00:00,10,CBD,39,27,368.21,323.8,1.44,0
2024-09-06 04:00:00,11,CBD,45,32,263.96,324.5,1.41,0
2024-09-06 04:00:00,12,CBD,47,35,238.53,330.4,1.34,0
2024-09-06 04:00:00,13,Mixed,24,14,292.09,398.0,1.71,0
2024-09-06 04:00:00,14,Mixed,25,15,328.31,418.1,1.67,0
2024-09-06 04:00:00,15,Mixed,16,14,212.63,298.3,1.14,0
2024-09-06 04:00:00,16,Mixed,12,11,222.15,276.3,1.09,0
2024-09-06 04:00:00,17,Residential,14,13,188.11,258.5,1.08,0
2024-09-06 04:00:00,18,Residential,14,7,363.59,485.3,2.0,0
2024-09-06 04:00:00,19,CBD,42,37,246.29,296.8,1.14,0
2024-09-06 04:00:00,20,CBD,39,38,161.0,262.0,1.03,0
2024-09-06 05:00:00,1,Residential,16,20,162.16,220.4,1.0,0
2024-09-06 05:00:00,2,Mixed,24,18,155.62,325.5,1.33,0
2024-09-06 05:00:00,3,Mixed,25,16,211.42,366.4,1.56,0
2024-09-06 05:00:00,4,Residential,14,10,247.45,330.6,1.4,0
2024-09-06 05:00:00,5,Mixed,39,15,452.29,570.3,2.6,1
2024-09-06 05:00:00,6,Mixed,22,13,346.62,409.3,1.69,0
2024-09-06 05:00:00,7,Residential,15,14,223.54,283.7,1.07,0
2024-09-06 05:00:00,8,Residential,21,11,385.17,431.1,1.91,0
2024-09-06 05:00:00,9,Mixed,30,22,219.47,338.9,1.36,0
2024-09-06 05:00:00,10,CBD,42,37,240.92,295.9,1.14,0
2024-09-06 05:00:00,11,CBD,80,27,486.24,662.4,2.96,1
2024-09-06 05:00:00,12,CBD,51,43,164.79,301.1,1.19,0
2024-09-06 05:00:00,13,Mixed,24,21,222.86,285.4,1.14,0
2024-09-06 05:00:00,14,Mixed,17,19,199.97,225.0,1.0,0
2024-09-06 05:00:00,15,Mixed,26,12,423.87,505.5,2.17,0
2024-09-06 05:00:00,16,Mixed,21,10,377.85,453.5,2.1,0
2024-09-06 05:00:00,17,Residential,16,11,239.48,354.4,1.45,0
2024-09-06 05:00:00,18,Residential,14,14,171.17,277.2,1.0,0
2024-09-06 05:00:00,19,CBD,54,37,279.78,370.5,1.46,0
2024-09-06 05:00:00,20,CBD,37,51,119.66,178.4,1.0,0
2024-09-06 06:00:00,1,Residential,15,18,178.33,226.9,1.0,0
2024-09-06 06:00:00,2,Mixed,32,16,341.23,462.9,2.0,0
2024-09-06 06:00:00,3,Mixed,20,21,241.65,242.6,1.0,0
2024-09-06 06:00:00,4,Residential,22,9,488.58,511.2,2.44,0
2024-09-06 06:00:00,5,Mixed,20,17,198.44,272.5,1.18,0
2024-09-06 06:00:00,6,Mixed,32,18,269.74,416.4,1.78,0
2024-09-06 06:00:00,7,Residential,20,21,198.62,239.8,1.0,0
2024-09-06 06:00:00,8,Residential,14,15,226.57,249.7,1.0,0
2024-09-06 06:00:00,9,Mixed,27,25,119.17,311.0,1.08,0
2024-09-06 06:00:00,10,CBD,70,45,291.72,377.0,1.56,0
2024-09-06 06:00:00,11,CBD,70,59,124.64,305.6,1.19,0
2024-09-06 06:00:00,12,CBD,58,50,298.58,267.8,1.16,0
2024-09-06 06:00:00,13,Mixed,26,19,245.36,353.9,1.37,0
2024-09-06 06:00:00,14,Mixed,44,17,626.91,588.3,2.59,1
2024-09-06 06:00:00,15,Mixed,29,15,345.04,451.7,1.93,0
2024-09-06 06:00:00,16,Mixed,31,17,453.22,437.1,1.82,0
2024-09-06 06:00:00,17,Residential,20,16,297.97,293.0,1.25,0
2024-09-06 06:00:00,18,Residential,23,17,301.93,353.6,1.35,0
2024-09-06 06:00:00,19,CBD,47,44,221.56,241.9,1.07,0
2024-09-06 06:00:00,20,CBD,69,43,328.17,378.4,1.6,0
2024-09-06 07:00:00,1,Residential,22,17,237.86,338.8,1.29,0
2024-09-06 07:00:00,2,Mixed,44,26,246.46,415.8,1.69,0
2024-09-06 07:00:00,3,Mixed,36,22,239.87,363.4,1.64,0
2024-09-06 07:00:00,4,Residential,27,22,175.02,281.6,1.23,0
2024-09-06 07:00:00,5,Mixed,35,34,128.66,251.1,1.03,0
2024-09-06 07:00:00,6,Mixed,42,24,382.1,397.8,1.75,0
2024-09-06 07:00:00,7,Residential,25,15,256.28,414.8,1.67,0
2024-09-06 07:00:00,8,Residential,30,18,279.26,429.6,1.67,0
2024-09-06 07:00:00,9,Mixed,44,24,361.15,426.3,1.83,0
2024-09-06 07:00:00,10,CBD,75,59,251.08,320.5,1.27,0
2024-09-06 07:00:00,11,CBD,82,56,311.7,321.3,1.46,0
2024-09-06 07:00:00,12,CBD,72,64,78.88,309.2,1.12,0
2024-09-06 07:00:00,13,Mixed,43,34,180.78,308.3,1.26,0
2024-09-06 07:00:00,14,Mixed,49,21,485.95,537.5,2.33,0
2024-09-06 07:00:00,15,Mixed,41,23,371.18,424.2,1.78,0
2024-09-06 07:00:00,16,Mixed,37,22,212.5,348.5,1.68,0
2024-09-06 07:00:00,17,Residential,29,23,157.29,318.9,1.26,0
2024-09-06 07:00:00,18,Residential,20,18,184.6,289.5,1.11,0
2024-09-06 07:00:00,19,CBD,100,55,370.69,421.6,1.82,0
2024-09-06 07:00:00,20,CBD,88,35,476.78,555.7,2.51,0
2024-09-06 08:00:00,1,Residential,33,27,198.05,307.6,1.22,0
2024-09-06 08:00:00,2,Mixed,47,46,181.43,272.0,1.02,0
2024-09-06 08:00:00,3,Mixed,55,33,289.16,377.9,1.67,0
2024-09-06 08:00:00,4,Residential,25,26,165.19,244.6,1.0,0
2024-09-06 08:00:00,5,Mixed,41,28,350.11,352.7,1.46,0
2024-09-06 08:00:00,6,Mixed,50,33,261.88,367.4,1.52,0
2024-09-06 08:00:00,7,Residential,36,21,336.47,395.3,1.71,0
2024-09-06 08:00:00,8,Residential,28,27,201.33,246.3,1.04,0
2024-09-06 08:00:00,9,Mixed,49,26,400.6,467.0,1.88,0
2024-09-06 08:00:00,10,CBD,94,77,243.09,308.7,1.22,0
2024-09-06 08:00:00,11,CBD,106,77,110.18,330.1,1.38,0
2024-09-06 08:00:00,12,CBD,82,59,272.25,336.2,1.39,0
2024-09-06 08:00:00,13,Mixed,44,45,188.11,238.7,1.0,0
2024-09-06 08:00:00,14,Mixed,46,34,144.52,330.8,1.35,0
2024-09-06 08:00:00,15,Mixed,52,29,249.18,421.1,1.79,1
2024-09-06 08:00:00,16,Mixed,39,43,188.6,251.1,1.0,0
2024-09-06 08:00:00,17,Residential,37,18,350.66,437.2,2.06,0
2024-09-06 08:00:00,18,Residential,26,20,270.2,316.8,1.3,0
2024-09-06 08:00:00,19,CBD,81,75,134.13,306.5,1.08,0
2024-09-06 08:00:00,20,CBD,89,81,183.86,279.0,1.1,0
2024-09-06 09:00:00,1,Residential,38,28,222.4,344.2,1.36,0
2024-09-06 09:00:00,2,Mixed,39,30,213.78,290.0,1.3,0
2024-09-06 09:00:00,3,Mixed,51,45,168.74,260.5,1.13,0
2024-09-06 09:00:00,4,Residential,28,24,182.42,280.4,1.17,0
2024-09-06 09:00:00,5,Mixed,52,36,338.83,356.2,1.44,0
2024-09-06 09:00:00,6,Mixed,29,37,193.87,212.4,1.0,0
2024-09-06 09:00:00,7,Residential,33,28,258.56,310.2,1.18,0
2024-09-06 09:00:00,8,Residential,24,25,191.27,219.0,1.0,0
2024-09-06 09:00:00,9,Mixed,63,30,321.7,466.1,2.1,0
2024-09-06 09:00:00,10,CBD,98,70,228.82,325.0,1.4,0
2024-09-06 09:00:00,11,CBD,83,67,243.63,287.0,1.24,0
2024-09-06 09:00:00,12,CBD,82,75,258.26,288.6,1.09,0
2024-09-06 09:00:00,13,Mixed,45,35,201.47,302.3,1.29,0
2024-09-06 09:00:00,14,Mixed,44,39,154.29,271.7,1.13,0
2024-09-06 09:00:00,15,Mixed,58,35,398.24,401.7,1.66,0
2024-09-06 09:00:00,16,Mixed,35,41,170.1,247.2,1.0,0
2024-09-06 09:00:00,17,Residential,26,21,184.49,310.4,1.24,0
2024-09-06 09:00:00,18,Residential,39,23,408.51,401.4,1.7,0
2024-09-06 09:00:00,19,CBD,119,70,298.9,375.1,1.7,0
2024-09-06 09:00:00,20,CBD,95,83,272.5,252.4,1.14,0
2024-09-06 10:00:00,1,Residential,35,26,268.94,331.7,1.35,0
2024-09-06 10:00:00,2,Mixed,50,41,198.57,318.6,1.22,0
2024-09-06 10:00:00,3,Mixed,35,37,147.76,238.3,1.0,0
2024-09-06 10:00:00,4,Residential,33,27,245.91,287.3,1.22,0
2024-09-06 10:00:00,5,Mixed,35,39,148.28,262.3,1.0,0
2024-09-06 10:00:00,6,Mixed,51,44,242.71,281.1,1.16,0
2024-09-06 10:00:00,7,Residential,32,27,231.49,293.3,1.19,0
2024-09-06 10:00:00,8,Residential,29,25,263.49,300.3,1.16,0
2024-09-06 10:00:00,9,Mixed,46,41,142.67,294.7,1.12,0
2024-09-06 10:00:00,10,CBD,77,72,175.22,266.5,1.07,0
2024-09-06 10:00:00,11,CBD,82,57,261.15,348.7,1.44,0
2024-09-06 10:00:00,12,CBD,94,85,167.28,281.7,1.11,0
2024-09-06 10:00:00,13,Mixed,49,40,154.24,312.8,1.23,0
2024-09-06 10:00:00,14,Mixed,35,26,243.18,339.5,1.35,0
2024-09-06 10:00:00,15,Mixed,41,31,176.25,328.7,1.32,0
2024-09-06 10:00:00,16,Mixed,40,39,173.67,302.6,1.03,1
2024-09-06 10:00:00,17,Residential,31,12,260.14,561.4,2.58,0
2024-09-06 10:00:00,18,Residential,33,24,202.58,357.4,1.38,0
2024-09-06 10:00:00,19,CBD,110,70,303.11,386.3,1.57,0
2024-09-06 10:00:00,20,CBD,85,61,243.64,346.5,1.39,0
2024-09-06 11:00:00,1,Residential,23,16,266.59,339.3,1.44,0
2024-09-06 11:00:00,2,Mixed,47,22,357.81,501.5,2.14,1
2024-09-06 11:00:00,3,Mixed,35,29,201.86,303.1,1.21,0
2024-09-06 11:00:00,4,Residential,25,17,243.92,344.2,1.47,0
2024-09-06 11:00:00,5,Mixed,32,25,282.63,335.2,1.28,0
2024-09-06 11:00:00,6,Mixed,40,29,278.01,365.2,1.38,0
2024-09-06 11:00:00,7,Residential,29,25,214.87,301.8,1.16,0
2024-09-06 11:00:00,8,Residential,21,16,215.09,339.4,1.31,0
2024-09-06 11:00:00,9,Mixed,46,29,344.16,377.4,1.59,0
2024-09-06 11:00:00,10,CBD,92,49,354.5,394.3,1.88,1
2024-09-06 11:00:00,11,CBD,88,53,239.87,383.4,1.66,0
2024-09-06 11:00:00,12,CBD,84,72,228.34,302.5,1.17,0
2024-09-06 11:00:00,13,Mixed,42,23,404.26,418.3,1.83,0
2024-09-06 11:00:00,14,Mixed,43,32,107.74,328.6,1.34,0
2024-09-06 11:00:00,15,Mixed,36,24,281.13,373.1,1.5,0
2024-09-06 11:00:00,16,Mixed,34,23,168.39,360.7,1.48,0
2024-09-06 11:00:00,17,Residential,30,23,289.61,334.0,1.3,0
2024-09-06 11:00:00,18,Residential,18,16,146.18,275.6,1.12,0
2024-09-06 11:00:00,19,CBD,72,59,215.99,282.4,1.22,0
2024-09-06 11:00:00,20,CBD,81,55,334.76,355.6,1.47,0
2024-09-06 12:00:00,1,Residential,13,12,190.73,287.1,1.08,0
2024-09-06 12:00:00,2,Mixed,27,20,287.68,309.4,1.35,0
2024-09-06 12:00:00,3,Mixed,31,26,226.09,280.9,1.19,0
2024-09-06 12:00:00,4,Residential,22,15,326.45,356.7,1.47,0
2024-09-06 12:00:00,5,Mixed,31,25,171.62,309.6,1.24,0
2024-09-06 12:00:00,6,Mixed,27,17,209.65,382.1,1.59,0
2024-09-06 12:00:00,7,Residential,19,13,245.42,344.2,1.46,1
2024-09-06 12:00:00,8,Residential,20,13,294.97,375.9,1.54,0
2024-09-06 12:00:00,9,Mixed,25,15,342.59,384.8,1.67,0
2024-09-06 12:00:00,10,CBD,63,43,231.57,367.6,1.47,0
2024-09-06 12:00:00,11,CBD,64,41,396.58,371.8,1.56,0
2024-09-06 12:00:00,12,CBD,48,47,193.29,301.2,1.02,0
2024-09-06 12:00:00,13,Mixed,14,22,165.97,193.9,1.0,0
2024-09-06 12:00:00,14,Mixed,32,23,237.93,365.9,1.39,0
2024-09-06 12:00:00,15,Mixed,27,26,223.48,300.6,1.04,0
2024-09-06 12:00:00,16,Mixed,32,24,254.25,303.2,1.33,0
2024-09-06 12:00:00,17,Residential,23,16,173.78,356.3,1.44,0
2024-09-06 12:00:00,18,Residential,12,13,199.22,229.1,1.0,0
2024-09-06 12:00:00,19,CBD,66,62,224.64,280.2,1.06,0
2024-09-06 12:00:00,20,CBD,62,39,319.11,355.0,1.59,0
2024-09-06 13:00:00,1,Residential,11,13,137.2,247.7,1.0,0
2024-09-06 13:00:00,2,Mixed,27,22,203.47,300.6,1.23,0
2024-09-06 13:00:00,3,Mixed,28,14,462.02,451.9,2.0,0
2024-09-06 13:00:00,4,Residential,28,14,378.32,465.6,2.0,1
2024-09-06 13:00:00,5,Mixed,29,26,147.98,284.8,1.12,1
2024-09-06 13:00:00,6,Mixed,22,19,237.16,308.8,1.16,0
2024-09-06 13:00:00,7,Residential,14,10,210.59,343.2,1.4,0
2024-09-06 13:00:00,8,Residential,15,15,130.47,243.0,1.0,0
2024-09-06 13:00:00,9,Mixed,23,19,253.04,304.6,1.21,0
2024-09-06 13:00:00,10,CBD,50,42,208.36,298.8,1.19,0
2024-09-06 13:00:00,11,CBD,50,47,103.82,269.5,1.06,0
2024-09-06 13:00:00,12,CBD,47,41,245.56,304.0,1.15,0
2024-09-06 13:00:00,13,Mixed,34,17,451.39,454.5,2.0,1
2024-09-06 13:00:00,14,Mixed,20,18,277.29,268.1,1.11,0
2024-09-06 13:00:00,15,Mixed,22,27,120.72,224.8,1.0,0
2024-09-06 13:00:00,16,Mixed,19,22,200.47,239.2,1.0,0
2024-09-06 13:00:00,17,Residential,19,10,429.42,427.1,1.9,0
2024-09-06 13:00:00,18,Residential,20,12,315.06,385.5,1.67,0
2024-09-06 13:00:00,19,CBD,47,41,185.83,305.4,1.15,0
2024-09-06 13:00:00,20,CBD,50,40,352.35,312.3,1.25,0
2024-09-06 14:00:00,1,Residential,20,17,255.04,312.7,1.18,0
2024-09-06 14:00:00,2,Mixed,24,20,202.18,298.3,1.2,0
2024-09-06 14:00:00,3,Mixed,30,15,355.65,487.9,2.0,0
2024-09-06 14:00:00,4,Residential,15,5,795.37,653.7,3.0,0
2024-09-06 14:00:00,5,Mixed,20,17,161.45,299.2,1.18,0
2024-09-06 14:00:00,6,Mixed,20,12,173.44,400.8,1.67,0
2024-09-06 14:00:00,7,Residential,22,14,184.74,385.8,1.57,0
2024-09-06 14:00:00,8,Residential,25,8,544.62,679.3,3.12,0
2024-09-06 14:00:00,9,Mixed,22,17,170.76,291.6,1.29,0
2024-09-06 14:00:00,10,CBD,54,31,211.94,399.8,1.74,0
2024-09-06 14:00:00,11,CBD,55,33,265.39,406.9,1.67,0
2024-09-06 14:00:00,12,CBD,43,33,269.5,346.8,1.3,0
2024-09-06 14:00:00,13,Mixed,20,18,170.94,273.5,1.11,0
2024-09-06 14:00:00,14,Mixed,48,14,883.45,746.5,3.43,1
2024-09-06 14:00:00,15,Mixed,24,22,238.26,292.1,1.09,0
2024-09-06 14:00:00,16,Mixed,26,13,471.8,453.9,2.0,1
2024-09-06 14:00:00,17,Residential,13,16,153.31,224.5,1.0,0
2024-09-06 14:00:00,18,Residential,16,17,154.18,230.2,1.0,0
2024-09-06 14:00:00,19,CBD,46,37,209.52,324.5,1.24,0
2024-09-06 14:00:00,20,CBD,47,34,269.67,314.7,1.38,0
2024-09-06 15:00:00,1,Residential,14,8,335.22,392.4,1.75,0
2024-09-06 15:00:00,2,Mixed,27,21,319.55,312.2,1.29,0
2024-09-06 15:00:00,3,Mixed,26,18,179.39,332.8,1.44,0
2024-09-06 15:00:00,4,Residential,11,15,218.87,217.6,1.0,0
2024-09-06 15:00:00,5,Mixed,24,20,220.08,313.1,1.2,0
2024-09-06 15:00:00,6,Mixed,22,12,212.75,410.8,1.83,0
2024-09-06 15:00:00,7,Residential,26,9,559.27,648.5,2.89,0
2024-09-06 15:00:00,8,Residential,21,13,292.79,384.3,1.62,0
2024-09-06 15:00:00,9,Mixed,22,12,204.21,425.1,1.83,0
2024-09-06 15:00:00,10,CBD,44,38,270.69,298.7,1.16,0
2024-09-06 15:00:00,11,CBD,49,36,235.75,311.0,1.36,0
2024-09-06 15:00:00,12,CBD,63,29,413.92,507.7,2.17,0
2024-09-06 15:00:00,13,Mixed,27,17,333.27,376.4,1.59,0
2024-09-06 15:00:00,14,Mixed,28,18,324.25,364.6,1.56,0
2024-09-06 15:00:00,15,Mixed,13,19,203.78,191.2,1.0,0
2024-09-06 15:00:00,16,Mixed,26,19,156.87,339.4,1.37,0
2024-09-06 15:00:00,17,Residential,23,5,717.29,997.2,3.5,0
2024-09-06 15:00:00,18,Residential,17,14,243.16,301.3,1.21,0
2024-09-06 15:00:00,19,CBD,50,42,290.55,303.8,1.19,0
2024-09-06 15:00:00,20,CBD,37,37,172.2,262.9,1.0,0
2024-09-06 16:00:00,1,Residential,20,20,261.35,259.5,1.0,0
2024-09-06 16:00:00,2,Mixed,39,28,203.04,341.0,1.39,1
2024-09-06 16:00:00,3,Mixed,35,23,204.24,357.9,1.52,0
2024-09-06 16:00:00,4,Residential,25,18,141.43,327.4,1.39,0
2024-09-06 16:00:00,5,Mixed,36,28,249.82,328.3,1.29,0
2024-09-06 16:00:00,6,Mixed,21,19,311.63,266.8,1.11,0
2024-09-06 16:00:00,7,Residential,28,14,136.25,497.6,2.0,0
2024-09-06 16:00:00,8,Residential,27,17,240.88,377.3,1.59,0
2024-09-06 16:00:00,9,Mixed,30,29,121.22,263.5,1.03,0
2024-09-06 16:00:00,10,CBD,96,63,257.5,372.6,1.52,1
2024-09-06 16:00:00,11,CBD,66,50,159.62,334.7,1.32,0
2024-09-06 16:00:00,12,CBD,63,54,188.38,286.6,1.17,0
2024-09-06 16:00:00,13,Mixed,20,29,161.02,182.8,1.0,0
2024-09-06 16:00:00,14,Mixed,34,28,231.67,300.3,1.21,0
2024-09-06 16:00:00,15,Mixed,22,21,237.16,255.4,1.05,0
2024-09-06 16:00:00,16,Mixed,24,21,302.96,268.7,1.14,0
2024-09-06 16:00:00,17,Residential,18,13,322.94,336.3,1.38,0
2024-09-06 16:00:00,18,Residential,24,14,472.57,398.2,1.71,0
2024-09-06 16:00:00,19,CBD,72,48,318.16,315.8,1.5,0
2024-09-06 16:00:00,20,CBD,72,48,239.73,363.0,1.5,0
2024-09-06 17:00:00,1,Residential,22,16,278.75,336.6,1.38,0
2024-09-06 17:00:00,2,Mixed,35,32,275.99,299.0,1.09,0
2024-09-06 17:00:00,3,Mixed,45,39,90.97,303.1,1.15,0
2024-09-06 17:00:00,4,Residential,33,17,385.62,443.9,1.94,0
2024-09-06 17:00:00,5,Mixed,35,26,186.28,342.9,1.35,0
2024-09-06 17:00:00,6,Mixed,34,32,169.3,288.7,1.06,0
2024-09-06 17:00:00,7,Residential,26,29,160.09,213.5,1.0,0
2024-09-06 17:00:00,8,Residential,23,24,172.59,272.1,1.0,0
2024-09-06 17:00:00,9,Mixed,33,15,402.57,508.0,2.2,0
2024-09-06 17:00:00,10,CBD,73,59,206.65,325.9,1.24,0
2024-09-06 17:00:00,11,CBD,96,77,134.17,325.7,1.25,0
2024-09-06 17:00:00,12,CBD,98,71,196.31,343.8,1.38,0
2024-09-06 17:00:00,13,Mixed,30,27,283.38,314.2,1.11,0
2024-09-06 17:00:00,14,Mixed,43,27,216.52,374.3,1.59,0
2024-09-06 17:00:00,15,Mixed,38,30,279.83,332.3,1.27,0
2024-09-06 17:00:00,16,Mixed,34,28,215.64,299.8,1.21,0
2024-09-06 17:00:00,17,Residential,14,16,128.3,227.1,1.0,0
2024-09-06 17:00:00,18,Residential,24,23,188.53,289.6,1.04,0
2024-09-06 17:00:00,19,CBD,79,55,240.02,351.6,1.44,0
2024-09-06 17:00:00,20,CBD,84,61,305.61,323.1,1.38,0
2024-09-06 18:00:00,1,Residential,35,19,330.68,420.4,1.84,0
2024-09-06 18:00:00,2,Mixed,38,33,213.0,269.8,1.15,0
2024-09-06 18:00:00,3,Mixed,47,28,153.06,405.1,1.68,0
2024-09-06 18:00:00,4,Residential,35,12,378.69,645.2,2.92,0
2024-09-06 18:00:00,5,Mixed,31,35,214.23,232.7,1.0,0
2024-09-06 18:00:00,6,Mixed,45,30,231.83,349.8,1.5,0
2024-09-06 18:00:00,7,Residential,43,29,355.16,375.1,1.48,0
2024-09-06 18:00:00,8,Residential,28,22,150.68,309.1,1.27,0
2024-09-06 18:00:00,9,Mixed,46,29,217.63,381.7,1.59,0
2024-09-06 18:00:00,10,CBD,85,76,208.65,282.9,1.12,0
2024-09-06 18:00:00,11,CBD,118,65,322.49,420.2,1.82,1
2024-09-06 18:00:00,12,CBD,103,83,183.11,328.3,1.24,0
2024-09-06 18:00:00,13,Mixed,45,39,269.37,292.0,1.15,0
2024-09-06 18:00:00,14,Mixed,36,33,271.8,259.8,1.09,0
2024-09-06 18:00:00,15,Mixed,65,45,290.19,337.2,1.44,1
2024-09-06 18:00:00,16,Mixed,49,42,198.34,294.1,1.17,0
2024-09-06 18:00:00,17,Residential,26,22,198.2,274.6,1.18,0
2024-09-06 18:00:00,18,Residential,22,19,319.66,308.8,1.16,0
2024-09-06 18:00:00,19,CBD,79,74,169.48,254.8,1.07,0
2024-09-06 18:00:00,20,CBD,84,64,306.72,346.7,1.31,0
2024-09-06 19:00:00,1,Residential,28,27,243.52,281.7,1.04,0
2024-09-06 19:00:00,2,Mixed,35,21,219.93,397.9,1.67,0
2024-09-06 19:00:00,3,Mixed,40,33,142.19,300.1,1.21,0
2024-09-06 19:00:00,4,Residential,19,16,232.4,274.8,1.19,0
2024-09-06 19:00:00,5,Mixed,41,34,234.4,333.3,1.21,0
2024-09-06 19:00:00,6,Mixed,48,29,239.28,391.1,1.66,0
2024-09-06 19:00:00,7,Residential,28,20,237.05,350.9,1.4,0
2024-09-06 19:00:00,8,Residential,33,21,301.56,378.6,1.57,0
2024-09-06 19:00:00,9,Mixed,45,26,268.31,391.1,1.73,0
2024-09-06 19:00:00,10,CBD,71,64,239.69,280.7,1.11,0
2024-09-06 19:00:00,11,CBD,80,57,308.05,343.9,1.4,0
2024-09-06 19:00:00,12,CBD,79,71,199.32,318.2,1.11,0
2024-09-06 19:00:00,13,Mixed,47,32,144.11,365.6,1.47,0
2024-09-06 19:00:00,14,Mixed,36,27,238.46,313.2,1.33,0
2024-09-06 19:00:00,15,Mixed,41,28,239.85,358.9,1.46,0
2024-09-06 19:00:00,16,Mixed,46,30,186.64,380.6,1.53,0
2024-09-06 19:00:00,17,Residential,29,17,302.1,416.2,1.71,0
2024-09-06 19:00:00,18,Residential,29,28,182.34,256.5,1.04,0
2024-09-06 19:00:00,19,CBD,89,72,291.48,293.1,1.24,0
2024-09-06 19:00:00,20,CBD,76,59,241.86,332.0,1.29,0
2024-09-06 20:00:00,1,Residential,16,12,244.54,332.1,1.33,0
2024-09-06 20:00:00,2,Mixed,33,36,113.31,244.6,1.0,0
2024-09-06 20:00:00,3,Mixed,25,30,191.47,213.6,1.0,0
2024-09-06 20:00:00,4,Residential,20,19,218.12,276.1,1.05,0
2024-09-06 20:00:00,5,Mixed,34,25,315.06,313.5,1.36,0
2024-09-06 20:00:00,6,Mixed,34,18,436.93,448.9,1.89,0
2024-09-06 20:00:00,7,Residential,30,18,191.25,404.6,1.67,1
2024-09-06 20:00:00,8,Residential,22,18,216.42,301.7,1.22,0
2024-09-06 20:00:00,9,Mixed,33,26,196.75,313.7,1.27,0
2024-09-06 20:00:00,10,CBD,61,55,176.35,291.6,1.11,0
2024-09-06 20:00:00,11,CBD,72,51,273.82,352.9,1.41,0
2024-09-06 20:00:00,12,CBD,78,49,262.75,385.5,1.59,0
2024-09-06 20:00:00,13,Mixed,45,25,313.83,410.3,1.8,0
2024-09-06 20:00:00,14,Mixed,26,23,190.1,278.7,1.13,0
2024-09-06 20:00:00,15,Mixed,21,29,102.57,209.2,1.0,0
2024-09-06 20:00:00,16,Mixed,34,15,501.76,502.3,2.27,0
2024-09-06 20:00:00,17,Residential,29,16,302.15,426.4,1.81,0
